Roll No,student_name,gender,dob,class_teacher,maths,english,kiswahili,physics,chemistry,biology,geography,history,agriculture,computer,attendance (%),average,grade
6593,Mrs. Rebecca Shea MD,male,06-11-06,Mrs. Davis,41,87,25,79,36,75,85,62,72,21,80,57.85,B-
6594,Douglas Vargas,male,02-12-03,Mr. Smith,43,20,25,31,86,19,18,95,20,17,80,45.54,C-
6595,Charles Sanchez,female,04-03-00,Mr. Brown,68,16,47,98,15,12,39,93,6,60,50,49.77,C-
6596,Dennis Pennington,female,03-12-06,Mr. Brown,92,45,22,0,99,7,55,49,9,60,0,49.15,C-
6597,Daniel Barnes,male,9/20/1991,Mr. Brown,41,19,35,40,3,31,6,12,13,70,90,32.31,D-
6598,Mr. Thomas Nolan,female,10/22/2007,Mr. Smith,40,38,83,56,90,59,91,86,30,29,85,59.46,B-
6599,Briana Sherman,male,8/30/1990,Mrs. Davis,92,78,63,67,10,41,8,38,0,2,80,42.23,D+
6600,Kendra Gonzalez,male,07-07-04,Mrs. Davis,67,62,32,96,27,65,50,30,56,50,55,52.31,C
6601,Kimberly Moreno,female,3/19/1990,Mrs. Davis,10,20,26,84,82,20,83,90,62,31,90,54.62,C
6602,Lauren Harris,male,11-11-97,Mr. Smith,97,17,36,10,39,27,16,67,74,68,15,53.85,C
6603,Mary Smith,female,10/28/2001,Mrs. Davis,27,15,69,63,79,69,47,31,84,6,50,58.23,B-
6604,David Huerta,female,5/19/2004,Ms. Johnson,28,70,75,58,99,49,27,38,48,85,0,54.46,C
6605,Vanessa Johnson,male,9/27/2004,Ms. Johnson,67,27,19,97,21,24,19,81,6,81,5,48.69,C-
6606,Andre Dunlap,female,10/21/2007,Mr. Smith,31,60,73,29,35,47,36,8,55,3,45,35.92,D
6607,Danielle Jones,male,12/29/1994,Mr. Smith,66,20,63,69,47,36,36,42,95,63,0,54.15,C
6608,Cameron Parrish,female,1/17/1990,Mrs. Davis,49,89,12,34,96,63,78,74,33,86,45,54.23,C
6609,Jennifer Carroll,female,7/23/2003,Ms. Johnson,9,80,94,75,40,25,79,11,19,53,20,47.92,C-
6610,Theresa Jenkins,male,02-07-08,Mrs. Davis,77,63,93,8,74,37,2,15,69,86,30,53.15,C
6611,David Joseph,female,3/21/2008,Mr. Smith,35,16,80,65,87,7,99,81,17,57,90,48.23,C-
6612,Christopher Powell,female,9/30/1997,Ms. Johnson,25,25,48,11,4,23,13,79,38,94,65,43.54,D+
6613,Rachel Harrison,female,5/23/2007,Mrs. Davis,77,9,5,89,94,33,31,9,30,89,50,50,C
6614,William Davis,male,7/24/2005,Mr. Smith,11,56,64,39,17,34,29,39,22,28,80,36.15,D
6615,Cynthia Freeman,female,11/20/2009,Mr. Brown,6,7,24,46,6,30,41,50,72,68,30,39,D
6616,Sarah Cox,female,1/18/1995,Ms. Johnson,34,72,75,77,73,1,74,27,22,66,100,52,C
6617,Adam Schmidt,female,11/24/1994,Mrs. Davis,98,79,48,41,59,75,23,43,51,3,100,54.92,C
6618,Keith Ramirez,male,2/16/2002,Mr. Brown,65,47,80,17,98,83,0,76,68,39,25,56.85,B-
6619,Lauren Conley,female,7/31/2005,Ms. Johnson,46,57,77,68,89,32,5,31,79,13,55,46.92,C-
6620,Michelle Davies,female,12/24/1997,Mr. Smith,31,31,62,87,34,67,24,33,3,82,80,45.15,C-
6621,Deborah Smith,male,2/13/1997,Mr. Brown,91,61,35,51,97,64,9,89,75,50,70,59.31,B-
6622,Jessica Rogers,female,8/25/2008,Mr. Brown,52,50,41,65,37,76,8,53,95,1,40,52.62,C
6623,Cynthia Willis,male,4/18/1996,Mrs. Davis,70,66,65,41,52,68,78,98,3,9,0,52.62,C
6624,Tammy Craig,male,08-12-08,Mr. Smith,13,72,100,23,79,33,63,95,35,6,60,53.38,C
6625,Gregory Stevens,male,10/25/2004,Mr. Smith,8,62,47,77,94,57,75,46,60,60,80,63.77,B
6626,Cynthia Cook,female,10/23/2008,Mr. Brown,14,12,30,70,92,22,46,51,33,38,50,46.85,C-
6627,Emily Cole,female,12/28/2007,Ms. Johnson,61,24,77,5,60,35,39,26,84,60,80,49.08,C-
6628,Jennifer Smith,female,7/28/2010,Ms. Johnson,99,67,88,81,99,47,76,58,33,75,85,64.31,B
6629,Denise Martin,female,11-10-91,Mr. Brown,60,32,61,89,97,35,14,30,28,19,10,47.23,C-
6630,Raymond Andrews,male,7/22/2000,Ms. Johnson,45,25,34,84,100,71,55,39,10,80,60,57.31,B-
6631,Wendy Hughes,male,10-03-94,Mrs. Davis,77,39,14,72,45,60,9,26,32,22,40,46.92,C-
6632,Erin Jones,female,01-01-96,Mr. Smith,32,66,77,12,5,81,16,79,22,18,50,43.31,D+
6633,Brenda Webb,male,11-04-02,Ms. Johnson,78,1,53,73,8,70,97,27,60,28,5,50.31,C
6634,Alexander Williams,female,07-05-97,Mrs. Davis,36,87,13,73,7,63,50,21,23,58,35,50.85,C
6635,Linda Medina,female,7/18/2006,Mr. Brown,72,86,94,49,2,60,59,22,52,58,25,61.46,B
6636,Dana Collins,female,12-07-04,Ms. Johnson,31,33,54,84,29,59,19,94,96,87,65,59.54,B-
6637,Erin Marshall,female,3/16/2002,Mr. Smith,82,42,76,100,30,20,15,21,35,22,55,45,C-
6638,Barbara Kelly,female,07-03-92,Mr. Smith,12,22,71,9,34,11,21,98,71,42,100,38.77,D
6639,Leonard Hickman,male,6/28/1990,Mrs. Davis,98,68,94,32,22,40,23,58,17,73,100,54.92,C
6640,Travis Kennedy,female,9/22/1998,Mr. Brown,14,57,14,46,74,24,12,57,75,93,50,48.54,C-
6641,Ronald Evans,male,1/29/1998,Mr. Brown,3,29,20,45,45,76,5,66,74,20,5,44.54,D+
6642,Theresa Kerr,male,12/28/1993,Mrs. Davis,89,2,86,14,14,43,76,12,97,10,15,51.92,C
6643,Steven Collins,male,08-08-03,Mrs. Davis,79,89,35,26,93,22,67,55,35,4,55,48,C-
6644,Heather Jones,male,04-01-00,Ms. Johnson,86,2,88,96,94,2,31,9,51,21,65,50,C
6645,Tyler West,male,8/17/1992,Ms. Johnson,43,95,70,88,39,45,94,57,83,9,15,57.85,B-
6646,Thomas Green,female,7/25/1996,Mrs. Davis,69,81,66,14,33,30,32,20,74,11,55,40.62,D+
6647,Christopher Clark,male,11-11-92,Mr. Smith,20,18,49,34,65,22,10,51,9,16,85,34.31,D-
6648,James Burch,female,9/28/1996,Ms. Johnson,54,1,13,56,31,69,13,93,88,73,20,57.38,B-
6649,Kayla Warren,male,8/20/2006,Mr. Brown,82,47,46,22,64,12,3,14,38,98,80,42.31,D+
6650,Vincent Goodwin,male,4/20/2001,Mrs. Davis,83,26,54,9,20,54,10,86,2,87,0,44.31,D+
6651,Dorothy Farmer,male,04-06-06,Ms. Johnson,31,66,51,43,99,73,45,29,72,31,55,58.62,B-
6652,Brooke Thomas,female,8/29/1991,Mr. Smith,42,7,79,22,49,42,50,28,92,84,85,49.23,C-
6653,Stephen Johnson,male,8/14/2001,Mr. Smith,84,29,54,53,70,85,96,2,74,59,35,60.85,B
6654,Kevin Zimmerman,male,7/17/1998,Ms. Johnson,90,42,94,69,73,19,56,11,100,2,25,56.62,B-
6655,Diane Rodriguez,male,3/27/1994,Mr. Brown,79,66,6,78,96,55,11,82,84,43,25,56.31,B-
6656,Robert Matthews,male,9/27/2004,Mrs. Davis,55,9,47,44,18,2,36,64,89,17,60,41.77,D+
6657,Matthew Morgan,female,1/30/2008,Mr. Brown,19,59,15,28,77,56,49,74,90,36,30,49.08,C-
6658,Parker Meyer,female,2/21/1992,Mr. Smith,60,77,34,98,30,53,54,90,88,66,50,67.85,B
6659,Steven Montgomery,female,8/31/2007,Ms. Johnson,45,19,87,37,90,17,37,56,82,79,35,57.69,B-
6660,Mandy Brown,female,10/31/2009,Mr. Brown,26,84,49,7,85,67,93,27,12,25,10,41.23,D+
6661,Mr. Joshua Adams Jr.,female,10/22/1999,Mrs. Davis,51,45,39,61,62,14,13,63,62,84,55,49,C-
6662,Kevin Fletcher MD,female,7/23/1994,Mrs. Davis,15,61,11,22,20,15,24,55,69,83,35,38.31,D
6663,Holly Wade,female,5/25/2001,Ms. Johnson,97,6,73,7,43,46,86,75,46,0,0,46,C-
6664,Eddie Mejia,female,6/26/1991,Mr. Smith,67,68,54,82,64,26,76,97,87,74,25,61,B
6665,Barbara Moore,female,3/26/1991,Mrs. Davis,76,31,70,37,57,83,31,44,33,48,70,53.46,C
6666,Riley Smith,female,04-07-09,Mr. Smith,34,7,82,78,55,93,43,17,32,41,55,46.08,C-
6667,Leslie Payne,male,08-01-10,Ms. Johnson,58,63,78,31,2,92,21,56,18,29,65,42.31,D+
6668,Dominique Meyer,male,10/26/2007,Mrs. Davis,49,22,53,21,26,71,60,77,9,91,15,49.15,C-
6669,Matthew Winters,female,4/20/2007,Mr. Brown,4,79,51,38,70,88,42,43,79,91,95,54.85,C
6670,Zachary Mcdaniel,female,06-06-06,Mr. Brown,90,19,71,67,76,57,72,61,17,52,80,63.69,B
6671,Melissa Dunn,male,04-02-04,Mr. Smith,19,37,86,4,56,74,79,7,8,21,5,48.31,C-
6672,Christopher Riley,female,11-09-92,Mrs. Davis,40,46,1,6,51,1,74,26,76,6,90,32.54,D-
6673,John Adams,male,11/24/2007,Mr. Smith,58,29,96,98,100,62,100,77,15,43,15,73.23,B+
6674,Anna Navarro,male,02-10-07,Mr. Smith,95,78,54,69,88,4,85,25,99,50,95,57.23,B-
6675,Amber West,male,1/31/1993,Mrs. Davis,52,1,86,65,3,77,74,48,79,94,80,58.62,B-
6676,Kari Carpenter,male,4/17/1995,Ms. Johnson,32,38,25,18,93,88,11,84,56,97,0,56.38,B-
6677,Paula Michael,male,6/20/2001,Mr. Brown,11,89,46,57,14,6,88,16,99,20,90,45.23,C-
6678,Ricky Edwards,female,04-12-94,Mr. Brown,98,59,49,57,65,54,49,49,52,83,25,61.15,B
6679,Ashley Cook,male,3/28/1996,Ms. Johnson,79,85,52,77,17,35,19,38,77,17,80,50.54,C
6680,Julia Holland,male,11/19/1991,Ms. Johnson,51,72,60,41,52,58,81,26,71,58,65,57.15,B-
6681,Bianca Hunt,male,3/16/2006,Mr. Smith,90,80,62,83,53,70,47,11,39,79,70,64,B
6682,Patrick Oconnor,male,08-09-90,Mr. Brown,86,85,82,100,77,97,89,35,57,89,95,75.69,A-
6683,Roberto Thomas,female,4/14/2001,Mr. Brown,48,76,10,50,77,55,83,95,96,35,5,53.62,C
6684,Destiny Jones,male,7/13/2004,Mrs. Davis,16,78,94,74,77,56,69,11,8,90,75,63.54,B
6685,Amanda Baker,male,10/29/2006,Mr. Brown,55,99,61,76,50,5,22,85,51,24,40,46.92,C-
6686,Susan Wilkins,male,2/26/1995,Mrs. Davis,57,88,62,77,99,99,36,5,79,90,95,61.38,B
6687,Melissa Hopkins,male,9/26/1996,Mr. Brown,97,48,60,52,16,59,56,93,71,33,10,59.62,B-
6688,Kimberly Smith,female,07-01-97,Ms. Johnson,43,47,85,19,9,33,70,17,2,55,95,36.85,D
6689,Steven Russo,female,12/30/2010,Mrs. Davis,88,16,87,14,83,84,30,81,98,75,60,62.31,B
6690,Kelly Davis,male,3/24/2004,Mr. Smith,10,1,53,40,26,58,67,89,60,1,10,43,D+
6691,Crystal Williams,female,03-10-91,Mr. Smith,1,83,76,50,79,51,91,71,99,96,40,69.62,B
6692,Megan Davis,male,12/13/2003,Mrs. Davis,62,92,21,35,4,52,11,0,95,69,100,42.85,D+
6693,George Walker,male,6/28/1995,Mr. Brown,51,57,32,84,94,23,84,18,24,23,30,52.23,C
6694,Tracie Morrison,female,03-02-10,Ms. Johnson,38,97,93,14,51,44,70,51,21,55,45,58.08,B-
6695,Michael Lewis,male,5/22/2009,Mr. Smith,48,8,28,14,23,34,73,92,33,16,10,36.46,D
6696,Kristen Graham,female,5/20/1995,Ms. Johnson,81,83,83,79,53,58,34,49,13,69,20,53.08,C
6697,Marc Powers,male,08-12-01,Ms. Johnson,75,40,63,31,72,72,80,55,88,57,35,58.08,B-
6698,Jessica Robinson,male,08-06-96,Ms. Johnson,100,1,70,72,9,14,72,26,64,97,70,53,C
6699,Samantha Sanchez,female,12-04-03,Mrs. Davis,81,35,21,39,77,15,41,17,32,61,5,39.46,D
6700,Richard Williams,male,07-03-94,Mrs. Davis,60,86,63,37,52,50,81,94,46,51,25,54.69,C
6701,Michelle Hernandez,male,1/21/2002,Ms. Johnson,11,27,2,77,72,71,37,56,69,73,95,48,C-
6702,Amber Davila,female,05-03-08,Ms. Johnson,45,26,43,90,3,30,78,77,21,78,30,54.23,C
6703,Jeffrey Yang,male,5/19/1991,Mr. Smith,20,68,27,91,83,61,1,64,76,94,80,60.85,B
6704,John Silva,male,10/27/1993,Mr. Brown,33,84,18,50,63,75,41,86,38,96,100,56.62,B-
6705,Kim Waters,female,12/28/2003,Mrs. Davis,77,15,100,14,95,17,28,34,54,21,10,48.85,C-
6706,Jason Brown,female,7/13/2006,Ms. Johnson,85,18,6,76,77,71,66,97,65,62,65,55.69,B-
6707,Jessica Morales,male,5/25/2004,Ms. Johnson,61,98,6,55,24,53,50,21,4,34,45,45.62,C-
6708,David Perry,female,07-02-05,Ms. Johnson,76,66,61,96,64,29,73,82,49,77,10,64.77,B
6709,Gary Bush,male,05-03-90,Mrs. Davis,46,32,8,99,45,24,16,43,91,67,90,45.38,C-
6710,Craig Powell,male,11/22/1997,Mr. Smith,26,74,53,22,93,12,36,45,15,38,70,35.77,D
6711,Bryan Morgan,female,12/30/1991,Mr. Smith,85,86,12,58,56,1,10,82,29,75,35,45.85,C-
6712,Allison Thomas,male,1/19/1990,Mrs. Davis,89,93,48,58,34,16,95,14,73,39,50,49.69,C-
6713,Lori Brown,female,03-04-02,Mrs. Davis,91,72,30,2,97,1,46,30,1,81,65,48.69,C-
6714,Michael Nichols,male,8/14/2010,Ms. Johnson,100,19,55,92,51,24,0,49,76,3,75,44.77,D+
6715,Darren Wong,male,1/26/2005,Mrs. Davis,24,29,4,60,84,20,31,37,34,44,95,41.62,D+
6716,Ashley Branch,female,09-07-99,Mr. Smith,2,21,97,18,24,50,94,25,53,23,15,39.62,D
6717,Bryan Smith,female,04-02-04,Mr. Smith,85,87,22,36,40,58,50,25,8,74,40,46.08,C-
6718,Andrew Murray,male,6/16/2000,Ms. Johnson,74,98,80,62,92,65,55,57,9,96,65,62.31,B
6719,Allison Young,male,4/28/2001,Mr. Smith,56,1,93,26,32,90,5,80,84,52,65,54.92,C
6720,Daniel Wiley,female,03-09-01,Mrs. Davis,29,67,26,4,80,55,63,55,11,36,65,46.31,C-
6721,Austin Lara,female,10/26/1999,Ms. Johnson,21,12,61,36,93,67,24,10,36,52,80,44.23,D+
6722,Danny Hawkins,male,05-11-94,Mr. Brown,97,62,51,16,1,53,31,63,85,8,30,46.31,C-
6723,Thomas Craig,male,05-07-90,Ms. Johnson,58,75,70,54,91,32,59,94,3,99,35,63.08,B
6724,Joy Mata,male,12-10-91,Mr. Smith,26,91,68,32,15,91,24,53,66,23,20,52.62,C
6725,Richard Wilson,male,10-11-07,Ms. Johnson,78,60,56,68,45,27,32,74,1,77,95,57.15,B-
6726,Robert Diaz,female,11/24/1993,Mr. Brown,26,88,68,33,74,14,29,26,0,1,75,42.38,D+
6727,Dawn Green,male,09-11-95,Mr. Smith,58,31,40,91,55,63,31,6,3,12,20,45.31,C-
6728,Kristen Donovan,female,12/13/2002,Mrs. Davis,49,29,70,19,65,55,24,39,58,90,10,51.92,C
6729,Rachel Larsen,male,10/18/1993,Mr. Smith,62,17,88,77,27,74,46,44,31,78,45,50.46,C
6730,Gregory Woods,female,05-06-92,Mrs. Davis,65,77,88,42,67,97,51,18,96,45,100,63.54,B
6731,Robert Stein,female,01-12-91,Ms. Johnson,33,98,16,2,43,59,38,93,94,50,70,48.46,C-
6732,Robert Collins,male,10/18/1991,Mr. Smith,14,93,15,13,8,63,49,86,56,82,75,45.62,C-
6733,Jason Friedman,male,2/15/2000,Ms. Johnson,43,3,99,3,45,94,8,46,27,2,15,42.23,D+
6734,Miguel Phillips,female,10/20/2003,Mr. Brown,69,65,52,67,83,27,83,67,79,99,95,61,B
6735,Christina Little,female,05-05-97,Mr. Brown,29,7,75,76,21,14,64,34,45,95,70,49.15,C-
6736,Rebecca Palmer,male,12/22/2004,Mr. Smith,53,41,30,30,53,2,89,15,87,25,80,45.08,C-
6737,Sherry Williams,female,02-02-05,Mr. Brown,9,18,48,25,56,24,99,27,37,71,55,37,D
6738,Heather Thompson,female,11/19/2008,Ms. Johnson,86,66,27,95,20,57,42,59,77,90,60,59.85,B-
6739,Troy Singleton,male,02-12-92,Mr. Brown,53,31,4,11,90,9,88,12,67,35,65,39.54,D
6740,Patrick Gamble,male,05-06-02,Mrs. Davis,56,60,99,67,86,15,17,93,18,65,25,52.38,C
6741,Mr. Jason Lopez DDS,female,5/30/2005,Mr. Brown,12,90,90,99,85,90,21,31,95,92,90,61.31,B
6742,Anna Austin,male,10-04-01,Mr. Smith,81,17,60,83,20,61,16,5,64,6,80,50.15,C
6743,Kimberly Gomez,male,3/18/2008,Ms. Johnson,73,89,18,80,83,73,17,42,59,46,35,49.54,C-
6744,Zachary Moore,male,11-09-09,Ms. Johnson,42,77,84,62,100,63,95,77,42,91,10,61.54,B
6745,William Allen,male,4/17/2004,Mr. Smith,18,1,46,90,9,79,73,34,42,56,65,54,C
6746,Chris Levy,male,12/27/2001,Mrs. Davis,97,94,8,14,54,25,6,88,97,4,75,47.54,C-
6747,Shannon Ray,female,03-12-97,Mr. Brown,4,77,52,78,26,3,25,3,15,16,85,36.15,D
6748,Jeffrey Hamilton,female,10/27/1997,Mrs. Davis,74,54,46,15,90,26,24,33,52,75,80,48.23,C-
6749,Jorge Flores,male,08-05-92,Mr. Brown,3,30,95,75,88,2,6,77,86,34,75,47.31,C-
6750,Allison Herman,male,5/15/1991,Mr. Brown,36,10,8,32,68,77,79,45,3,30,40,39.92,D
6751,Dawn Alvarado,female,3/21/2010,Ms. Johnson,33,40,40,72,26,10,66,27,64,71,60,47.31,C-
6752,Lisa Johnson,female,05-08-10,Ms. Johnson,61,59,11,43,79,19,48,81,39,65,90,42.77,D+
6753,Sheri Stewart,female,9/28/2001,Ms. Johnson,55,1,73,81,15,93,5,39,83,76,35,54.08,C
6754,Jennifer Arias,female,10-12-96,Mrs. Davis,93,69,24,81,41,80,33,44,52,10,50,50.38,C
6755,James Bean,male,3/13/1999,Mr. Brown,64,78,43,66,75,52,39,96,18,51,5,53.31,C
6756,Jennifer Estrada,male,10/30/2006,Mr. Smith,40,86,59,71,68,36,69,60,53,36,35,58.31,B-
6757,Andrew Shaw,male,10/24/2001,Mr. Smith,87,58,93,100,81,58,46,14,60,99,30,57.46,B-
6758,Kenneth Miller MD,male,10-01-10,Mr. Brown,74,0,77,6,38,83,39,23,71,85,15,43.15,D+
6759,James Compton,male,02-12-05,Mr. Smith,100,6,59,79,83,52,27,79,53,38,5,53,C
6760,Anna Patrick,female,11-04-04,Ms. Johnson,93,35,32,11,21,46,67,56,39,32,55,44.85,D+
6761,Amanda Reynolds,female,7/18/2007,Mrs. Davis,60,10,5,16,60,70,41,79,93,95,10,55.46,B-
6762,Brian Lara,female,07-07-06,Ms. Johnson,2,2,57,11,94,65,5,46,12,28,95,27.62,E
6763,Jessica Banks,female,04-01-09,Mrs. Davis,23,20,33,28,33,71,62,26,1,69,95,35.46,D
6764,Anthony Parker,male,01-08-97,Ms. Johnson,2,66,21,8,63,76,62,66,18,59,45,43.38,D+
6765,Jessica Black,male,7/16/2000,Ms. Johnson,65,74,33,90,41,90,85,26,22,28,0,45.77,C-
6766,Adam Green,male,05-10-10,Mrs. Davis,76,93,53,58,72,52,16,56,56,57,80,53.77,C
6767,Allison Scott,male,7/27/2009,Ms. Johnson,95,87,7,60,51,79,45,8,82,14,95,48.77,C-
6768,Gabriela Estes,male,8/15/2008,Mr. Brown,55,35,4,69,34,69,95,85,4,15,0,52.62,C
6769,Sean Phillips,male,12/22/2005,Mr. Brown,19,87,43,72,80,51,36,90,86,34,100,55.46,B-
6770,Dr. Natalie Morris,female,7/15/2007,Mr. Brown,24,75,61,43,33,15,58,88,68,31,80,48.69,C-
6771,Luis Keller,male,7/25/2000,Mrs. Davis,1,33,3,98,15,59,8,3,42,17,10,40,D+
6772,Donna Hawkins,female,12/24/1997,Ms. Johnson,60,53,42,45,73,25,40,34,10,92,95,43.92,D+
6773,Vincent Monroe,female,10/22/1997,Mr. Smith,86,14,96,32,53,61,41,24,6,23,55,50.92,C
6774,Charles Pacheco,female,10/16/2004,Mrs. Davis,91,55,78,47,8,31,64,76,34,82,0,54.85,C
6775,Raymond Schroeder,male,04-05-94,Mr. Smith,20,55,17,18,8,94,19,57,30,71,65,35.92,D
6776,Samantha Williams,male,10/15/2005,Mr. Brown,31,7,19,8,73,13,49,75,51,32,0,32.69,D-
6777,Melissa Johnson,male,6/16/1999,Mr. Smith,19,37,64,28,70,38,48,50,0,28,15,38.85,D
6778,Denise Reyes,male,07-05-01,Mrs. Davis,1,64,96,86,29,43,37,27,75,11,15,46.85,C-
6779,Herbert Moreno,female,7/14/2002,Mrs. Davis,5,7,48,32,22,92,14,57,85,56,100,43.92,D+
6780,Justin Johnson,female,4/23/2009,Ms. Johnson,52,53,87,90,35,96,46,74,88,92,45,62.54,B
6781,Joseph Nunez,female,7/30/1993,Mr. Brown,37,50,67,7,22,32,80,17,7,91,0,49.62,C-
6782,Jaime Reid,male,12/21/1990,Ms. Johnson,33,20,34,37,83,77,89,37,50,35,100,41.92,D+
6783,Kim Johnson,female,5/21/2002,Mr. Smith,57,87,85,69,32,14,78,29,33,67,75,56.08,B-
6784,Jason Robles,male,7/17/1993,Ms. Johnson,44,68,31,97,86,19,10,75,21,12,20,45.38,C-
6785,Mr. Adrian Smith,female,7/22/2004,Mr. Smith,12,55,84,45,68,42,77,55,38,24,5,47.62,C-
6786,Sara Garcia,female,2/13/1991,Mr. Smith,63,92,73,39,71,11,92,40,56,75,95,57.77,B-
6787,Mr. Alex Fuentes,female,5/31/1999,Ms. Johnson,34,15,13,44,41,22,78,27,62,91,70,38.31,D
6788,Matthew Hunter,male,11/25/1998,Mr. Brown,27,66,95,51,99,62,15,95,86,22,15,59.85,B-
6789,David French,male,11/13/1997,Mr. Smith,93,92,24,47,81,27,30,21,10,67,10,46.85,C-
6790,Cheryl Freeman,male,3/15/1993,Ms. Johnson,28,6,41,41,71,90,48,24,67,19,90,47,C-
6791,Dr. Rachel Patel,male,09-05-93,Mr. Smith,72,96,90,54,25,66,77,78,45,4,15,62.31,B
6792,Jorge Branch,male,4/21/1993,Mr. Brown,16,21,34,37,92,86,81,51,34,84,55,56.85,B-
6793,Jessica Rodriguez,male,7/19/1993,Mr. Brown,11,59,15,93,1,37,77,89,49,69,25,43.46,D+
6794,Shawn Shea,female,12/21/2005,Ms. Johnson,31,56,53,69,0,98,3,39,73,51,55,46.46,C-
6795,Stephanie Matthews,male,5/27/2002,Mr. Smith,10,43,20,8,20,42,24,4,41,66,90,29.46,E
6796,Holly Pitts,female,05-01-94,Mrs. Davis,54,64,52,70,42,85,33,97,11,90,20,58.38,B-
6797,Danielle Cruz,female,11/17/1993,Mrs. Davis,97,75,85,47,3,35,70,55,27,9,85,46,C-
6798,Derek Williams,male,11-02-90,Mr. Brown,21,44,46,46,33,1,86,73,21,8,55,39.31,D
6799,Thomas Curtis,female,8/28/1997,Mrs. Davis,59,32,64,2,98,21,27,2,49,6,50,40.46,D+
6800,Wyatt Thomas,female,01-06-07,Ms. Johnson,27,99,55,3,9,75,62,92,61,79,85,58,B-
6801,Charles Sparks,male,12/30/1994,Mr. Smith,72,0,57,8,32,47,37,32,87,5,5,40.92,D+
6802,Michele Dunn,female,3/15/2007,Mr. Brown,23,42,7,66,80,69,64,55,31,69,70,51.31,C
6803,Patrick James,female,02-02-00,Ms. Johnson,100,61,97,3,33,33,65,33,40,96,85,56,B-
6804,Erica Cruz,male,6/19/2003,Ms. Johnson,32,87,56,96,52,52,87,26,28,56,50,56.69,B-
6805,Jessica Stark,female,03-01-04,Mr. Brown,97,69,5,35,87,54,44,72,19,3,0,43.77,D+
6806,Luis Chung,female,12/22/2008,Ms. Johnson,84,29,96,41,3,6,92,18,91,57,15,47.38,C-
6807,Holly Rangel,female,12/21/1991,Mrs. Davis,90,11,73,100,32,65,68,85,47,83,15,61.15,B
6808,Wendy Wilkins,male,04-06-90,Mr. Brown,13,48,59,2,12,68,77,56,98,32,85,38.23,D
6809,Tiffany Walker,female,6/22/1996,Mrs. Davis,74,5,88,27,72,21,9,90,22,66,50,53.54,C
6810,Rita Myers,female,8/28/1991,Ms. Johnson,99,52,5,95,1,91,25,73,18,9,80,44.38,D+
6811,Shane George Jr.,female,4/16/2003,Mrs. Davis,48,27,30,17,60,35,69,62,42,48,65,48.62,C-
6812,Jonathan Mendoza,female,05-04-95,Ms. Johnson,73,19,85,93,64,78,76,85,57,13,50,62.54,B
6813,Philip Gutierrez,female,4/17/2007,Mrs. Davis,0,0,31,53,53,72,82,82,29,35,95,43.69,D+
6814,Michelle Watson,female,12/14/1994,Mr. Brown,65,43,31,68,18,37,54,70,15,37,35,45.92,C-
6815,Ms. Sarah Harris,female,2/19/2009,Mr. Brown,42,25,44,26,42,20,57,59,67,9,25,48.85,C-
6816,Michelle Thomas MD,female,11-09-93,Mr. Smith,30,79,29,20,61,80,19,19,80,82,20,44.46,D+
6817,April Ramirez,male,10/21/2007,Mrs. Davis,71,55,61,85,63,24,43,29,49,95,65,58.46,B-
6818,Kathryn Hill,female,6/23/2009,Mrs. Davis,52,18,88,44,6,78,90,95,18,20,10,55.69,B-
6819,Sierra Giles,male,1/27/1997,Mr. Smith,20,100,66,64,82,34,35,35,62,21,85,52.77,C
6820,John Mercado,female,10/21/2006,Mr. Smith,93,87,68,76,39,27,66,93,2,46,65,59.92,B-
6821,Gina Hill,male,08-04-97,Ms. Johnson,30,2,10,87,93,82,1,70,25,37,65,37.08,D
6822,Sandra Fowler,male,3/26/2005,Ms. Johnson,16,4,9,84,16,56,46,90,43,58,45,41,D+
6823,Alyssa Davis,female,4/17/1997,Mr. Smith,11,71,39,23,64,67,8,26,5,66,15,38,D
6824,Joseph Wilcox,female,4/13/2006,Ms. Johnson,44,52,87,89,54,66,8,1,21,58,85,49.08,C-
6825,Mary Krause,female,11/27/1999,Mr. Brown,17,15,42,43,8,95,82,50,94,16,95,38,D
6826,Cheryl Morgan,female,10-07-00,Ms. Johnson,56,48,84,100,38,17,56,80,15,34,80,56.85,B-
6827,Amy Wolf,male,8/19/1996,Mr. Smith,45,39,27,9,44,30,65,78,24,68,60,51.92,C
6828,Emily Chambers,male,09-12-91,Mrs. Davis,35,3,5,66,2,43,24,52,22,84,45,36.62,D
6829,Amber Vargas,female,03-01-93,Mr. Brown,61,80,71,82,34,46,99,25,15,88,5,60.15,B
6830,Carlos Adams,female,5/25/1996,Mr. Brown,16,98,77,44,87,46,38,15,0,76,90,52.46,C
6831,Vernon Parks,female,4/27/1994,Mrs. Davis,13,43,38,71,20,89,45,95,1,12,90,45,C-
6832,Timothy Scott,male,6/19/2006,Mr. Smith,85,32,21,51,9,12,82,0,74,7,70,35,D
6833,Logan Lawrence,male,8/30/1991,Mr. Brown,30,5,30,33,7,17,79,92,10,23,25,33.62,D-
6834,Ryan Cox,female,10/28/2001,Mrs. Davis,89,98,98,39,24,3,90,73,60,56,60,57,B-
6835,Karla Patterson,female,8/17/1992,Ms. Johnson,63,16,17,37,54,21,53,62,12,35,20,38.08,D
6836,Kathryn Adams,female,04-09-97,Ms. Johnson,60,18,99,47,10,50,24,41,68,73,100,55.69,B-
